[2026-07-29 18:03:06] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.15, jitter: 0.03
[2026-07-30 06:34:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.12, jitter: -0.01
[2026-07-30 06:35:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.06, jitter: 0.04
[2026-07-30 06:35:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.23, jitter: 0.02
[2026-07-30 06:35:21] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.81, jitter: -0.02
[2026-07-30 06:35:31] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.29, jitter: 0.12
[2026-07-30 06:35:41] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.74, jitter: 0.28
[2026-07-30 06:35:51] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.63, jitter: 0.39
[2026-07-30 06:36:01] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.76, jitter: 0.18
[2026-07-30 06:36:11] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1, jitter: 0.08
[2026-07-30 06:36:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.29, jitter: 0.11
[2026-07-30 06:36:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.59, jitter: 0.26
[2026-07-30 06:36:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.59, jitter: 0.16
[2026-07-30 06:36:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.73, jitter: 0.39
[2026-07-30 06:37:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.2, jitter: 0.12
[2026-07-30 06:37:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.03, jitter: 0.08
[2026-07-30 06:37:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.24, jitter: 0.26
[2026-07-30 06:37:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.64, jitter: -0.04
[2026-07-30 06:37:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.87, jitter: 0.13
[2026-07-30 06:37:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.66, jitter: 0.23
[2026-07-30 06:38:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.52, jitter: -0.03
[2026-07-30 06:38:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0.2, latency_ms: 0.81, jitter: 0.05
[2026-07-30 06:38:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.07, jitter: 0.32
[2026-07-30 06:38:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.88, jitter: -0.01
[2026-07-30 06:38:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.6, jitter: -0.08
[2026-07-30 06:38:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.2, jitter: -0.08
[2026-07-30 06:39:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.95, jitter: 0.38
[2026-07-30 06:39:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.82, jitter: 0.08
[2026-07-30 06:39:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.71, jitter: 0.02
[2026-07-30 06:39:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.95, jitter: 0.11
[2026-07-30 06:39:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.2, jitter: 0.17
[2026-07-30 06:39:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.21, jitter: 0.22
[2026-07-30 06:40:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.6, jitter: 0.29
[2026-07-30 06:40:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.26, jitter: -0.06
[2026-07-30 06:40:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.94, jitter: 0.12
[2026-07-30 06:40:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.11, jitter: 0.08
[2026-07-30 06:40:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.87, jitter: -0.05
[2026-07-30 06:40:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.53, jitter: 0.17
[2026-07-30 06:41:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.84, jitter: 0.38
[2026-07-30 06:41:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.59, jitter: 0.22
[2026-07-30 06:41:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.68, jitter: 0.23
[2026-07-30 06:41:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.81, jitter: -0.03
[2026-07-30 06:41:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.96, jitter: 0.09
[2026-07-30 06:41:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.62, jitter: 0.11
[2026-07-30 06:42:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.11, jitter: 0.28
[2026-07-30 06:42:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.47, jitter: 0.06
[2026-07-30 06:42:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.9, jitter: 0.23
[2026-07-30 06:42:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.49, jitter: 0.24
[2026-07-30 06:42:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.35, jitter: 0.31
[2026-07-30 06:42:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.34, jitter: -0.09
[2026-07-30 06:43:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.48, jitter: 0.02
[2026-07-30 06:43:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.91, jitter: 0.36
[2026-07-30 06:43:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.43, jitter: -0.01
[2026-07-30 06:43:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.29, jitter: 0.15
[2026-07-30 06:43:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.47, jitter: 0.38
[2026-07-30 06:43:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.02, jitter: 0.05
[2026-07-30 06:44:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.09, jitter: -0.03
[2026-07-30 06:44:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.47, jitter: 0.4
[2026-07-30 06:44:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.19, jitter: 0.23
[2026-07-30 06:44:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.6, jitter: 0.08
[2026-07-30 06:44:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.62, jitter: 0.36
[2026-07-30 06:44:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.1, jitter: 0.21
[2026-07-30 06:45:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.98, jitter: -0.07
[2026-07-30 06:45:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.73, jitter: -0.08
[2026-07-30 06:45:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.68, jitter: 0.26
[2026-07-30 06:45:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.09, jitter: 0.04
[2026-07-30 06:45:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.32, jitter: 0.11
[2026-07-30 06:45:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.32, jitter: -0.02
[2026-07-30 06:46:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.34, jitter: -0.01
[2026-07-30 06:46:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.2, jitter: 0.31
[2026-07-30 06:46:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.58, jitter: -0.09
[2026-07-30 06:46:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.84, jitter: 0.32
[2026-07-30 06:46:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.18, jitter: -0.07
[2026-07-30 06:46:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.95, jitter: 0.36
[2026-07-30 06:47:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.07, jitter: -0.06
[2026-07-30 06:47:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.38, jitter: 0.31
[2026-07-30 06:47:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.59, jitter: 0.16
[2026-07-30 06:47:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.96, jitter: -0.03
[2026-07-30 06:47:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.25, jitter: 0.1
[2026-07-30 06:47:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.36, jitter: -0.02
[2026-07-30 06:48:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.01, jitter: 0.25
[2026-07-30 06:48:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.85, jitter: 0.29
[2026-07-30 06:48:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.63, jitter: -0.07
[2026-07-30 06:48:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.88, jitter: -0.03
[2026-07-30 06:48:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.33, jitter: 0.38
[2026-07-30 06:48:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.23, jitter: -0.02
[2026-07-30 06:49:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.4, jitter: 0
[2026-07-30 06:49:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.05, jitter: -0.09
[2026-07-30 06:49:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.68, jitter: 0.31
[2026-07-30 06:49:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.21, jitter: -0.04
[2026-07-30 06:49:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.03, jitter: 0.02
[2026-07-30 06:49:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.69, jitter: 0.17
[2026-07-30 06:50:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.88, jitter: 0.05
[2026-07-30 06:50:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.52, jitter: 0.2
[2026-07-30 06:50:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.88, jitter: 0.32
[2026-07-30 06:50:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.64, jitter: 0.34
[2026-07-30 06:50:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.5, jitter: 0.22
[2026-07-30 06:50:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.02, jitter: 0.25
[2026-07-30 06:51:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.45, jitter: 0.24
[2026-07-30 06:51:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.24, jitter: 0.14
[2026-07-30 06:51:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.04, jitter: 0.1
[2026-07-30 06:51:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.16, jitter: 0.26
[2026-07-30 06:51:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.65, jitter: 0.17
[2026-07-30 06:51:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.11, jitter: -0.07
[2026-07-30 06:52:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.63, jitter: 0.35
[2026-07-30 06:52:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.78, jitter: 0.27
[2026-07-30 06:52:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.67, jitter: -0.04
[2026-07-30 06:52:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.18, jitter: 0.4
[2026-07-30 06:52:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.27, jitter: 0.32
[2026-07-30 06:52:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.1, jitter: 0.4
[2026-07-30 06:53:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0.2, latency_ms: 0.63, jitter: 0.14
[2026-07-30 06:53:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.12, jitter: 0.05
[2026-07-30 06:53:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.37, jitter: 0.15
[2026-07-30 06:53:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.71, jitter: 0.36
[2026-07-30 06:53:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.99, jitter: -0.01
[2026-07-30 06:53:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.39, jitter: 0.09
[2026-07-30 06:54:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.23, jitter: -0.01
[2026-07-30 06:54:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.02, jitter: -0.08
[2026-07-30 06:54:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.65, jitter: 0.06
[2026-07-30 06:54:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.12, jitter: 0.14
[2026-07-30 06:54:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.44, jitter: 0.26
[2026-07-30 06:54:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.48, jitter: 0.38
[2026-07-30 06:55:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.6, jitter: -0.01
[2026-07-30 06:55:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.79, jitter: 0.22
[2026-07-30 06:55:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.99, jitter: 0.25
[2026-07-30 06:55:32] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.12, jitter: -0.04
[2026-07-30 06:55:42] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.86, jitter: 0.15
[2026-07-30 06:55:52] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.89, jitter: 0
[2026-07-30 06:56:02] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.84, jitter: -0.06
[2026-07-30 06:56:12] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.14, jitter: 0.16
[2026-07-30 06:56:22] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.55, jitter: 0.18
[2026-07-30 06:56:33] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.92, jitter: 0.06
[2026-07-30 06:56:43] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.68, jitter: 0.1
[2026-07-30 06:56:53] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.43, jitter: -0.07
[2026-07-30 06:57:03] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.24, jitter: 0.36
[2026-07-30 06:57:13] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.02, jitter: 0.17
[2026-07-30 06:57:23] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.05, jitter: 0.14
[2026-07-30 06:57:33] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.6, jitter: -0.01
[2026-07-30 06:57:43] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.24, jitter: 0.09
[2026-07-30 06:57:53] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.1, jitter: -0.04
[2026-07-30 06:58:03] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.66, jitter: 0.06
[2026-07-30 06:58:13] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.42, jitter: 0.33
[2026-07-30 06:58:23] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.14, jitter: 0.17
[2026-07-30 06:58:33] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1, jitter: 0.21
[2026-07-30 06:58:43] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.38, jitter: 0.25
[2026-07-30 06:58:53] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.59, jitter: 0.17
[2026-07-30 06:59:03] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0.2, latency_ms: 1.89, jitter: 0.37
[2026-07-30 06:59:13] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.93, jitter: -0.1
[2026-07-30 06:59:23] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2, jitter: 0.27
[2026-07-30 06:59:33] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.08, jitter: 0.17
[2026-07-30 06:59:43] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2.2, jitter: 0
[2026-07-30 06:59:53] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 1.59, jitter: 0.18
[2026-07-30 07:00:03] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.47, jitter: 0.21
[2026-07-30 07:00:13] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 2, jitter: 0
[2026-07-30 07:00:23] [INFO] [INFRA_SIMULATOR] network_latency | Status: Healthy | Metrics: packetLoss: 0, latency_ms: 0.71, jitter: 0.05
