[2026-07-29 18:03:06] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-07-30 06:34:31] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-07-30 07:12:38] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-07-30 07:19:24] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-07-30 17:24:26] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-07-30 18:38:41] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-08-01 05:58:56] [INFO] [COORDINATOR] Intelligent Observability Daemon started successfully in [SIMULATION] mode.
[2026-08-01 05:58:56] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 154
[2026-08-01 06:02:32] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 458, throughput: 116
[2026-08-01 06:02:42] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 9, responseTime: 153
[2026-08-01 06:02:42] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 450, throughput: 123
[2026-08-01 06:02:52] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 156
[2026-08-01 06:02:52] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 446, throughput: 120
[2026-08-01 06:03:02] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 8, responseTime: 153
[2026-08-01 06:03:02] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 443, throughput: 119
[2026-08-01 06:03:12] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 9, responseTime: 158
[2026-08-01 06:03:12] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 448, throughput: 122
[2026-08-01 06:03:22] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 6, responseTime: 160
[2026-08-01 06:03:22] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 448, throughput: 116
[2026-08-01 06:03:32] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 166
[2026-08-01 06:03:32] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 454, throughput: 120
[2026-08-01 06:03:42] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 6, responseTime: 166
[2026-08-01 06:03:42] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 459, throughput: 120
[2026-08-01 06:03:52] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 7, responseTime: 160
[2026-08-01 06:03:52] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 444, throughput: 121
[2026-08-01 06:04:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 6, responseTime: 163
[2026-08-01 06:04:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 443, throughput: 118
[2026-08-01 06:04:12] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 163
[2026-08-01 06:04:12] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 444, throughput: 116
[2026-08-01 06:04:22] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 6, responseTime: 159
[2026-08-01 06:04:22] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 451, throughput: 121
[2026-08-01 06:04:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 8, responseTime: 154
[2026-08-01 06:04:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 453, throughput: 118
[2026-08-01 06:04:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 163
[2026-08-01 06:04:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 448, throughput: 116
[2026-08-01 06:04:52] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 6, responseTime: 167
[2026-08-01 06:04:52] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 440, throughput: 122
[2026-08-01 06:05:02] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 9, responseTime: 163
[2026-08-01 06:05:02] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 458, throughput: 121
[2026-08-01 06:05:12] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 7, responseTime: 156
[2026-08-01 06:05:12] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 451, throughput: 118
[2026-08-01 06:05:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 162
[2026-08-01 06:05:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 458, throughput: 118
[2026-08-01 06:05:32] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 164
[2026-08-01 06:05:32] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 440, throughput: 119
[2026-08-01 06:05:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 6, responseTime: 156
[2026-08-01 06:05:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 449, throughput: 121
[2026-08-01 06:05:52] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 154
[2026-08-01 06:05:52] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 449, throughput: 120
[2026-08-01 06:06:02] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 164
[2026-08-01 06:06:02] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 443, throughput: 120
[2026-08-01 06:06:12] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 7, responseTime: 155
[2026-08-01 06:06:12] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 448, throughput: 123
[2026-08-01 06:06:22] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 162
[2026-08-01 06:06:22] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 457, throughput: 122
[2026-08-01 06:06:32] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 157
[2026-08-01 06:06:32] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 447, throughput: 119
[2026-08-01 06:06:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 8, responseTime: 164
[2026-08-01 06:06:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 456, throughput: 120
[2026-08-01 06:06:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 7, responseTime: 166
[2026-08-01 06:06:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 458, throughput: 118
[2026-08-01 06:07:02] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 7, responseTime: 154
[2026-08-01 06:07:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 440, throughput: 123
[2026-08-01 06:07:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 6, responseTime: 158
[2026-08-01 06:07:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 442, throughput: 118
[2026-08-01 06:07:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 163
[2026-08-01 06:07:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 443, throughput: 123
[2026-08-01 06:07:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 8, responseTime: 167
[2026-08-01 06:07:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 446, throughput: 116
[2026-08-01 06:07:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 9, responseTime: 162
[2026-08-01 06:07:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 441, throughput: 120
[2026-08-01 06:07:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 155
[2026-08-01 06:07:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 457, throughput: 117
[2026-08-01 06:08:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 167
[2026-08-01 06:08:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 444, throughput: 120
[2026-08-01 06:08:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 166
[2026-08-01 06:08:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 454, throughput: 123
[2026-08-01 06:08:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 7, responseTime: 160
[2026-08-01 06:08:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 444, throughput: 116
[2026-08-01 06:08:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 165
[2026-08-01 06:08:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 446, throughput: 121
[2026-08-01 06:08:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 8, responseTime: 161
[2026-08-01 06:08:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 458, throughput: 123
[2026-08-01 06:08:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 8, responseTime: 165
[2026-08-01 06:08:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 456, throughput: 118
[2026-08-01 06:09:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 162
[2026-08-01 06:09:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 450, throughput: 118
[2026-08-01 06:09:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 7, responseTime: 154
[2026-08-01 06:09:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 459, throughput: 118
[2026-08-01 06:09:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 9, responseTime: 153
[2026-08-01 06:09:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 448, throughput: 116
[2026-08-01 06:09:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 6, responseTime: 158
[2026-08-01 06:09:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 443, throughput: 116
[2026-08-01 06:09:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 8, responseTime: 164
[2026-08-01 06:09:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 455, throughput: 116
[2026-08-01 06:09:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 154
[2026-08-01 06:09:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 442, throughput: 121
[2026-08-01 06:10:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 8, responseTime: 152
[2026-08-01 06:10:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 448, throughput: 122
[2026-08-01 06:10:14] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 7, responseTime: 166
[2026-08-01 06:10:14] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 450, throughput: 116
[2026-08-01 06:10:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 163
[2026-08-01 06:10:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 458, throughput: 119
[2026-08-01 06:10:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 8, responseTime: 163
[2026-08-01 06:10:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 443, throughput: 116
[2026-08-01 06:10:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 8, responseTime: 162
[2026-08-01 06:10:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 448, throughput: 117
[2026-08-01 06:10:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 6, responseTime: 155
[2026-08-01 06:10:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 453, throughput: 123
[2026-08-01 06:11:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 9, responseTime: 160
[2026-08-01 06:11:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 452, throughput: 122
[2026-08-01 06:11:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 159
[2026-08-01 06:11:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 448, throughput: 123
[2026-08-01 06:11:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 163
[2026-08-01 06:11:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 450, throughput: 121
[2026-08-01 06:11:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 9, responseTime: 156
[2026-08-01 06:11:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 444, throughput: 120
[2026-08-01 06:11:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 166
[2026-08-01 06:11:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 458, throughput: 119
[2026-08-01 06:11:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 7, responseTime: 154
[2026-08-01 06:11:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 448, throughput: 119
[2026-08-01 06:12:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 158
[2026-08-01 06:12:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 457, throughput: 116
[2026-08-01 06:12:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 153
[2026-08-01 06:12:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 445, throughput: 116
[2026-08-01 06:12:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 166
[2026-08-01 06:12:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 456, throughput: 118
[2026-08-01 06:12:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 7, responseTime: 158
[2026-08-01 06:12:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 446, throughput: 123
[2026-08-01 06:12:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 7, responseTime: 160
[2026-08-01 06:12:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 457, throughput: 118
[2026-08-01 06:12:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 6, responseTime: 155
[2026-08-01 06:12:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 455, throughput: 117
[2026-08-01 06:13:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 155
[2026-08-01 06:13:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 453, throughput: 117
[2026-08-01 06:13:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 9, responseTime: 155
[2026-08-01 06:13:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 456, throughput: 120
[2026-08-01 06:13:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 158
[2026-08-01 06:13:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 457, throughput: 119
[2026-08-01 06:13:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 6, responseTime: 158
[2026-08-01 06:13:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 447, throughput: 121
[2026-08-01 06:13:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 8, responseTime: 164
[2026-08-01 06:13:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 446, throughput: 122
[2026-08-01 06:13:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 8, responseTime: 153
[2026-08-01 06:13:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 456, throughput: 120
[2026-08-01 06:14:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 6, responseTime: 163
[2026-08-01 06:14:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 6, avgResponseTime: 448, throughput: 116
[2026-08-01 06:14:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 0, findings: 6, responseTime: 164
[2026-08-01 06:14:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 440, throughput: 120
[2026-08-01 06:14:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 161
[2026-08-01 06:14:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 440, throughput: 120
[2026-08-01 06:14:33] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 1, findings: 8, responseTime: 153
[2026-08-01 06:14:33] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 441, throughput: 120
[2026-08-01 06:14:43] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 7, responseTime: 165
[2026-08-01 06:14:43] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 456, throughput: 120
[2026-08-01 06:14:53] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 9, responseTime: 157
[2026-08-01 06:14:53] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 5, avgResponseTime: 440, throughput: 118
[2026-08-01 06:15:03] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 8, responseTime: 164
[2026-08-01 06:15:03] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 453, throughput: 119
[2026-08-01 06:15:13] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 2, findings: 6, responseTime: 160
[2026-08-01 06:15:13] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 4, avgResponseTime: 456, throughput: 123
[2026-08-01 06:15:23] [INFO] [APP_SIMULATOR] otkr | Status: Healthy | Metrics: scanQueue: 3, findings: 9, responseTime: 163
[2026-08-01 06:15:23] [INFO] [APP_SIMULATOR] performance_center | Status: Healthy | Metrics: activeTests: 3, avgResponseTime: 452, throughput: 119
